label,text,clean_strict,clean_light
spam,Enjoy the jamster videosound gold club with your credits for 2 new videosounds+2 logos+musicnews! get more fun from jamster.co.uk! 16+only Help? call: 09701213186 ,enjoy jamster videosound gold club credits new videosounds logos musicnews get fun jamster help call 09701213186,Enjoy the jamster videosound gold club with your credits for 2 new videosounds 2 logos musicnews! get more fun from jamster co uk! 16 only Help? call  09701213186
spam,"Get 3 Lions England tone, reply lionm 4 mono or lionp 4 poly. 4 more go 2 www.ringtones.co.uk, the original n best. Tones 3GBP network operator rates apply",get lions england tone reply lionm mono lionp poly www ringtones original best tones 3gbp network operator rates apply,Get 3 Lions England tone  reply lionm 4 mono or lionp 4 poly  4 more go 2 www ringtones co uk  the original n best  Tones 3GBP network operator rates apply
ham,I jokin oni lar.. Ü busy then i wun disturb ü.,jokin oni lar busy wun disturb,I jokin oni lar     busy then i wun disturb
ham,"Ok, be careful ! Don't text and drive !",careful text drive,Ok  be careful ! Don t text and drive !
ham,"I.ll always be there, even if its just in spirit. I.ll get a bb soon. Just trying to be sure i need it.",always even spirit get soon trying sure need,I ll always be there  even if its just in spirit  I ll get a bb soon  Just trying to be sure i need it
ham,U r too much close to my heart. If u go away i will be shattered. Plz stay with me.,much close heart away shattered plz stay,U r too much close to my heart  If u go away i will be shattered  Plz stay with me
ham,I love u 2 babe! R u sure everything is alrite. Is he being an idiot? Txt bak girlie,love babe sure everything alrite idiot txt bak girlie,I love u 2 babe! R u sure everything is alrite  Is he being an idiot? Txt bak girlie
ham,How abt making some of the pics bigger?,abt making pics bigger,How abt making some of the pics bigger?
ham,Got but got 2 colours lor. One colour is quite light n e other is darker lor. Actually i'm done she's styling my hair now.,got got colours lor one colour quite light darker lor actually done styling hair,Got but got 2 colours lor  One colour is quite light n e other is darker lor  Actually i m done she s styling my hair now
ham,"Whenevr ur sad, Whenevr ur gray, Remembr im here 2 listn 2 watevr u wanna say, Jus walk wid me a little while,&amp; I promise I'll bring back ur smile.:-)",whenevr sad whenevr gray remembr listn watevr wanna say jus walk wid little amp promise bring back smile,Whenevr ur sad  Whenevr ur gray  Remembr im here 2 listn 2 watevr u wanna say  Jus walk wid me a little while  amp  I promise I ll bring back ur smile
ham,Why nothing. Ok anyway give me treat,nothing anyway give treat,Why nothing  Ok anyway give me treat
spam,"Win the newest “Harry Potter and the Order of the Phoenix (Book 5) reply HARRY, answer 5 questions - chance to be the first among readers!",win newest harry potter order phoenix book reply harry answer questions chance first among readers,Win the newest  Harry Potter and the Order of the Phoenix  Book 5  reply HARRY  answer 5 questions   chance to be the first among readers!
ham,Ok...,,Ok
ham,Correct. So how was work today,correct work today,Correct  So how was work today
ham,"Just sent again. Do you scream and moan in bed, princess?",sent scream moan bed princess,Just sent again  Do you scream and moan in bed  princess?
ham,"I wake up long ago already... Dunno, what other thing?",wake long ago already dunno thing,I wake up long ago already    Dunno  what other thing?
ham,Oh just getting even with u.... u?,getting even,Oh just getting even with u     u?
ham,I thk 50 shd be ok he said plus minus 10.. Did ü leave a line in between paragraphs?,thk shd said plus minus leave line paragraphs,I thk 50 shd be ok he said plus minus 10   Did   leave a line in between paragraphs?
ham,Can you call me plz. Your number shows out of coveragd area. I have urgnt call in vasai &amp; have to reach before 4'o clock so call me plz,call plz number shows coveragd area urgnt call vasai amp reach clock call plz,Can you call me plz  Your number shows out of coveragd area  I have urgnt call in vasai  amp  have to reach before 4 o clock so call me plz
ham,Yeah jay's sort of a fucking retard,yeah jay sort fucking retard,Yeah jay s sort of a fucking retard
ham,"Sorry, was in the bathroom, sup",sorry bathroom sup,Sorry  was in the bathroom  sup
spam,Ur balance is now £500. Ur next question is: Who sang 'Uptown Girl' in the 80's ? 2 answer txt ur ANSWER to 83600. Good luck!,balance 500 next question sang uptown girl answer txt answer 83600 good luck,Ur balance is now  500  Ur next question is  Who sang  Uptown Girl  in the 80 s ? 2 answer txt ur ANSWER to 83600  Good luck!
ham,My exam is for february 4. Wish you a great day.,exam february wish great day,My exam is for february 4  Wish you a great day
ham,I dont know what to do to come out of this so only am ask questions like this dont mistake me.,dont know come ask questions like dont mistake,I dont know what to do to come out of this so only am ask questions like this dont mistake me
ham,"Aight no rush, I'll ask jay",aight rush ask jay,Aight no rush  I ll ask jay
ham,Good Morning plz call me sir,good morning plz call sir,Good Morning plz call me sir
ham,It's ok lar. U sleep early too... Nite...,lar sleep early nite,It s ok lar  U sleep early too    Nite
ham,"Oh... Icic... K lor, den meet other day...",icic lor den meet day,Oh    Icic    K lor  den meet other day
ham,"Oh ! A half hour is much longer in Syria than Canada, eh ? Wow you must get SO much more work done in a day than us with all that extra time ! *grins*",half hour much longer syria canada wow must get much work done day extra time grins,Oh ! A half hour is much longer in Syria than Canada  eh ? Wow you must get SO much more work done in a day than us with all that extra time !  grins
ham,"Sometimes we put walls around our hearts,not just to be safe from getting hurt.. But to find out who cares enough to break the walls &amp; get closer.. GOODNOON:)",sometimes put walls around hearts safe getting hurt find cares enough break walls amp get closer goodnoon,Sometimes we put walls around our hearts not just to be safe from getting hurt   But to find out who cares enough to break the walls  amp  get closer   GOODNOON
ham,"Sweet, we may or may not go to 4U to meet carlos so gauge patty's interest in that",sweet may may meet carlos gauge patty interest,Sweet  we may or may not go to 4U to meet carlos so gauge patty s interest in that
ham,Then she buying today? Ü no need to c meh...,buying today need meh,Then she buying today?   no need to c meh
ham,Aight sorry I take ten years to shower. What's the plan?,aight sorry take ten years shower plan,Aight sorry I take ten years to shower  What s the plan?
ham,Every monday..nxt week vl be completing..,every monday nxt week completing,Every monday  nxt week vl be completing
ham,Might ax well im there.,might well,Might ax well im there
ham,Just chill for another 6hrs. If you could sleep the pain is not a surgical emergency so see how it unfolds. Okay,chill another 6hrs could sleep pain surgical emergency see unfolds okay,Just chill for another 6hrs  If you could sleep the pain is not a surgical emergency so see how it unfolds  Okay
ham,Yeah I'll try to scrounge something up,yeah try scrounge something,Yeah I ll try to scrounge something up
ham,Crazy ar he's married. Ü like gd looking guys not me. My frens like say he's korean leona's fave but i dun thk he is. Aft some thinking mayb most prob i'll go.,crazy married like looking guys frens like say korean leona fave dun thk aft thinking mayb prob,Crazy ar he s married    like gd looking guys not me  My frens like say he s korean leona s fave but i dun thk he is  Aft some thinking mayb most prob i ll go
ham,Were somewhere on Fredericksburg,somewhere fredericksburg,Were somewhere on Fredericksburg
ham,Que pases un buen tiempo or something like that,que pases buen tiempo something like,Que pases un buen tiempo or something like that
ham,Is it ok if I stay the night here? Xavier has a sleeping bag and I'm getting tired,stay night xavier sleeping bag getting tired,Is it ok if I stay the night here? Xavier has a sleeping bag and I m getting tired
ham,She doesnt need any test.,doesnt need test,She doesnt need any test
ham,"Nothing much, chillin at home. Any super bowl plan?",nothing much chillin home super bowl plan,Nothing much  chillin at home  Any super bowl plan?
spam,"FREE2DAY sexy St George's Day pic of Jordan!Txt PIC to 89080 dont miss out, then every wk a saucy celeb!4 more pics c PocketBabe.co.uk 0870241182716 £3/wk",free2day sexy george day pic jordan txt pic 89080 dont miss every saucy celeb pics pocketbabe 0870241182716,FREE2DAY sexy St George s Day pic of Jordan!Txt PIC to 89080 dont miss out  then every wk a saucy celeb!4 more pics c PocketBabe co uk 0870241182716  3 wk
ham,Bugis oso near wat... ,bugis oso near wat,Bugis oso near wat
ham,Yo theres no class tmrw right?,theres class tmrw right,Yo theres no class tmrw right?
ham,Let Ur Heart Be Ur Compass Ur Mind Ur Map Ur Soul Ur Guide And U Will Never loose in world....gnun - Sent via WAY2SMS.COM,let heart compass mind map soul guide never loose world gnun sent via way2sms com,Let Ur Heart Be Ur Compass Ur Mind Ur Map Ur Soul Ur Guide And U Will Never loose in world    gnun   Sent via WAY2SMS COM
ham,"Goodnight, sleep well da please take care pa. Please.",goodnight sleep well please take care please,Goodnight  sleep well da please take care pa  Please
ham,Baaaaabe! I misss youuuuu ! Where are you ? I have to go and teach my class at 5 ...,baaaaabe misss youuuuu teach class,Baaaaabe! I misss youuuuu ! Where are you ? I have to go and teach my class at 5
ham,Convey my regards to him,convey regards,Convey my regards to him
ham,U ned to convince him tht its not possible witot hurting his feeling its the main,ned convince tht possible witot hurting feeling main,U ned to convince him tht its not possible witot hurting his feeling its the main
ham,"Good afternoon loverboy ! How goes you day ? Any luck come your way? I think of you, sweetie and send my love across the sea to make you smile and happy",good afternoon loverboy goes day luck come way think sweetie send love across sea make smile happy,Good afternoon loverboy ! How goes you day ? Any luck come your way? I think of you  sweetie and send my love across the sea to make you smile and happy
ham,If i start sending blackberry torch to nigeria will you find buyer for me?like 4a month. And tell dad not to buy bb from anyone oh.,start sending blackberry torch nigeria find buyer like month tell dad buy anyone,If i start sending blackberry torch to nigeria will you find buyer for me?like 4a month  And tell dad not to buy bb from anyone oh
